Software,RP Name,Software's Web Page,Software Documentation,Tutorials
qt4,Bridges-2,https://www.qt.io/,https://doc.qt.io/,"https://doc.qt.io/archives/qt-4.8/tutorials.html,https://zetcode.com/gui/qt4/,https://www.udemy.com/topic/qt/,https://www.youtube.com/watch?v=6KtOzh0StTc"
qt5,OOKAMI,https://www.qt.io/,https://doc.qt.io/,"https://doc.qt.io/qt-5/qtexamplesandtutorials.html,https://zetcode.com/gui/qt5/,https://www.youtube.com/watch?v=6KtOzh0StTc"
Quantum Espresso,DARWIN,https://www.quantum-espresso.org/,https://www.quantum-espresso.org/documentation/,"https://www.quantum-espresso.org/tutorials/,https://www.cecam.org/workshop-details/new-directions-in-liquid-state-theory-965"
quantum-espresso,OOKAMI,https://www.quantum-espresso.org/,https://www.quantum-espresso.org/documentation/,"https://www.quantum-espresso.org/tutorials/,https://www.cecam.org/workshop-details/new-directions-in-liquid-state-theory-965"
QuantumATK,"Jetstream2, OOKAMI, DARWIN, ACES, Bridges-2, Rockfish",https://www.synopsys.com/manufacturing/quantumatk.html,https://docs.quantumatk.com/,https://docs.quantumatk.com/tutorials/tutorials.html
QuantumEspresso,Jetstream2,https://www.quantum-espresso.org/,https://www.quantum-espresso.org/documentation/,"https://www.quantum-espresso.org/tutorials/,https://www.cecam.org/workshop-details/new-directions-in-liquid-state-theory-965"
r,ACES,https://www.r-project.org/,https://cran.r-project.org/manuals.html,"https://cran.r-project.org/doc/manuals/r-release/R-intro.html , https://cran.r-project.org/doc/FAQ/R-FAQ.html , https://www.r-project.org/other-docs.html , https://www.r-project.org/help.html "
R Studio,KyRIC,https://rstudio.com/,https://docs.rstudio.com/,https://rstudio.com/resources/webinars/
R_tamu,Rockfish,https://hprc.tamu.edu/kb/Software/R/#r_tamu,https://hprc.tamu.edu/kb/Software/R-tamu/,https://hprc.tamu.edu/kb/Software/R-tamu/#example
r-4.0.4-gcc-9.3.0-y4fafhe,Rockfish,,,
r-raster,Rockfish,https://github.com/rspatial/raster,https://rspatial.github.io/raster/reference/raster-package.html,
r-sva,ACES,https://github.com/jtleek/sva-devel,https://www.rdocumentation.org/packages/sva/versions/3.20.0/topics/sva,
r-textshaping,Bridges-2,https://github.com/r-lib/textshaping,https://github.com/r-lib/textshaping/tree/main/man,
RapidJSON,Bridges-2,https://github.com/Tencent/rapidjson/,https://rapidjson.org/,"https://rapidjson.org/md_doc_tutorial.html , https://rapidjson.org/md_doc_pointer.html#BasicUsage , https://rapidjson.org/md_doc_schema.html#Basic , https://rapidjson.org/md_doc_faq.html "
RAPIDS,"Expanse, OOKAMI, Bridges-2",https://rapids.ai/,https://docs.rapids.ai/,"https://docs.rapids.ai/user-guide , https://docs.rapids.ai/visualization "
RAxML,ACES,https://cme.h-its.org/exelixis/web/software/raxml/,https://cme.h-its.org/exelixis/resource/download/NewManual.pdf,"https://cme.h-its.org/exelixis/web/software/raxml/hands_on.html , https://cme.h-its.org/exelixis/resource/doc/2011_Rokas_CPMB.pdf "
Rclone,ACES,https://rclone.org/,https://rclone.org/docs/,"https://rclone.org/docs/#basic-syntax , https://rclone.org/faq/ , https://www.carc.usc.edu/user-information/user-guides/data-management/transferring-files-rclone "
RDFlib,ACES,https://rdflib.dev/,https://rdflib.readthedocs.io/en/stable/,"https://rdflib.readthedocs.io/en/stable/gettingstarted.html , https://github.com/RDFLib/rdflib/tree/main/examples "
RDKit,ACES,https://www.rdkit.org/,https://www.rdkit.org/docs/,"https://www.rdkit.org/docs/GettingStartedInPython.html , https://www.rdkit.org/docs/Cookbook.html , https://www.rdkit.org/docs/Cartridge.html#tutorial , https://github.com/rdkit/rdkit/wiki/FrequentlyAskedQuestions "
RE2,OOKAMI,https://github.com/google/re2,https://github.com/google/re2/wiki/CplusplusAPI ,"https://github.com/google/re2/wiki/Glossary , http://cran.nexr.com/web/packages/re2r/vignettes/re2r-intro.html , https://github.com/google/re2/blob/main/re2/re2.h , https://support.google.com/a/answer/1371417 "
re2c,KyRIC,https://re2c.org/,https://re2c.org/manual/manual_c.html,"https://re2c.org/manual/manual_c.html#introduction , https://re2c.org/examples/c/real_world/example_cxx98.html , https://re2c.org/manual/manual_c.html#more-examples , https://github.com/skvadrik/re2c/tree/master/examples "
readline,OOKAMI,http://www.gnu.org/s/readline/,https://tiswww.case.edu/php/chet/readline/readline.html,"https://tiswww.case.edu/php/chet/readline/readline.html#Introduction-and-Notation , https://tiswww.case.edu/php/chet/readline/readline.html#Sample-Init-File , https://tiswww.case.edu/php/chet/readline/readline.html#A-Readline-Example , https://tiswww.case.edu/php/chet/readline/readline.html#Alternate-Interface-Example , https://tiswww.case.edu/php/chet/readline/readline.html#A-Short-Completion-Example "
readline-8.0-gcc-9.3.0-ek27n5r,ACES,https://tiswww.case.edu/php/chet/readline/rltop.html,https://tiswww.case.edu/php/chet/readline/rluserman.html,https://catonmat.net/the-definitive-guide-to-bash-command-line-history
readline-devel,ACES,https://linuxsoft.cern.ch/cern/centos/7/updates/x86_64/repoview/readline-devel.html,,
Redis,Stampede-2,https://redis.io/,https://redis.io/docs/,"https://redis.io/docs/latest/get-started/ , https://redis.io/learn , https://redis.io/docs/latest/commands/ , https://www.tutorialspoint.com/redis/index.htm , https://www.youtube.com/watch?v=Hbt56gFj998 "
redis-py,ACES,https://github.com/redis/redis-py,https://redis.readthedocs.io/en/stable/,"https://github.com/redis/redis-py#usage , https://redis.readthedocs.io/en/stable/examples.html "
referencelapack,Rockfish,,,
ReFrame,"Stampede-2, Rockfish",https://github.com/reframe-hpc/reframe,https://reframe-hpc.readthedocs.io/en/stable/,"https://reframe-hpc.readthedocs.io/en/stable/started.html , https://reframe-hpc.readthedocs.io/en/stable/tutorial.html , https://reframe-hpc.readthedocs.io/en/stable/howto.html "
relion,Rockfish,https://www3.mrc-lmb.cam.ac.uk/relion/index.php/Main_Page,https://relion.readthedocs.io/en/release-5.0/,"https://relion.readthedocs.io/en/release-5.0/SPA_tutorial/index.html , https://relion.readthedocs.io/en/release-5.0/STA_tutorial/index.html , https://www3.mrc-lmb.cam.ac.uk/relion/index.php/FAQs , https://www3.mrc-lmb.cam.ac.uk/relion/index.php/Recommended_procedures "
remora,ACES,https://tacc.utexas.edu/research/tacc-research/remora/,https://docs.tacc.utexas.edu/software/remora/,https://github.com/TACC/remora/wiki/How-to-use
rhtslib,Rockfish,https://bioconductor.org/packages/release/bioc/html/Rhtslib.html,https://bioconductor.org/packages/release/bioc/manuals/Rhtslib/man/Rhtslib.pdf,
rising,Bridges-2,https://pypi.org/project/rising/,https://rising.readthedocs.io/en/stable/,"https://rising.readthedocs.io/en/stable/getting_started.html , https://rising.readthedocs.io/en/latest/tutorials.html , https://rising.readthedocs.io/en/stable/getting_started.html#rising-mnist-example-with-cpu-and-gpu-augmentation "
rmats-turbo,Anvil,https://github.com/Xinglab/rmats-turbo,https://github.com/Xinglab/rmats-turbo?tab=readme-ov-file#usage,https://github.com/Xinglab/rmats-turbo?tab=readme-ov-file#tips
RNAview,ACES,https://github.com/rcsb/RNAView,https://github.com/rcsb/RNAView/blob/master/doc/README,https://github.com/rcsb/RNAView#usage
rocm,Stampede-2,https://github.com/ROCm/ROCm,https://rocmdocs.amd.com/en/latest/index.html,https://rocm.docs.amd.com/projects/install-on-linux/en/latest/tutorial/quick-start.html
ROOT,Rockfish,https://root.cern/,https://root.cern/doc/v630/,"https://root.cern/primer/ , https://root.cern/doc/master/group__Tutorials.html , https://root.cern/tutorials/ , https://root.cern/topical/ "
rosetta,Rockfish,https://www.rosettacommons.org/,https://new.rosettacommons.org/docs/latest/Home,"https://www.rosettacommons.org/demos/latest/Home#tutorials, https://www.rosettacommons.org/demos/latest/Home "
rsamtools,Stampede-2,https://bioconductor.org/packages/release/bioc/html/Rsamtools.html,https://bioconductor.org/packages/release/bioc/vignettes/Rsamtools/inst/doc/Rsamtools-Overview.html,"https://master.bioconductor.org/packages/release/workflows/vignettes/rnaseqGene/inst/doc/rnaseqGene.html, "
rsem,Stampede-2,https://deweylab.github.io/RSEM/,https://deweylab.github.io/RSEM/README.html,"https://github.com/bli25/RSEM_tutorial , https://deweylab.github.io/RSEM/README.html#example-main "
Rstats,"Stampede-2, Rockfish",https://www.r-project.org/,https://cran.r-project.org/manuals.html,"https://www.datacamp.com/courses/free-introduction-to-r, https://www.statmethods.net/r-tutorial/index.html"
RstatsPackages,Stampede-2,https://cran.r-project.org/,https://cran.r-project.org/manuals.html,"https://www.datacamp.com/courses/free-introduction-to-r, https://www.statmethods.net/r-tutorial/index.html"
rstudio,Rockfish,https://posit.co/products/open-source/rstudio/,https://docs.posit.co/ide/user/,"https://docs.posit.co/ide/user/ide/get-started/ , https://www.datacamp.com/tutorial/r-studio-tutorial , https://www.youtube.com/watch?v=aCUM4r1ONhg "
RstudioDesktop,"OOKAMI, ACES, Rockfish",,,
Ruby,"Stampede-2, ACES, Bridges-2, Rockfish",https://www.ruby-lang.org/en/,https://docs.ruby-lang.org/en/master/,"https://www.ruby-lang.org/en/documentation/quickstart/ , https://www.rubykoans.com/ , https://www.techotopia.com/index.php/Ruby_Essentials , https://pine.fm/LearnToProgram/chap_00.html "
rust,Stampede-2,https://www.rust-lang.org/,https://doc.rust-lang.org/stable/book/,"https://doc.rust-lang.org/stable/book/ch01-00-getting-started.html , https://doc.rust-lang.org/rust-by-example/ , https://rustlings.cool/ , https://exercism.org/tracks/rust "
SAMtools,ACES,https://www.htslib.org/,https://www.htslib.org/doc/samtools.html,"https://www.htslib.org/doc/samtools.html#EXAMPLES , https://github.com/samtools/samtools/tree/develop/examples , https://github.com/samtools/samtools/wiki/FAQ , https://www.htslib.org/doc/#howtos "
sanitytool,"OOKAMI, DARWIN, ACES",https://tacc.utexas.edu/research/tacc-research/sanity-tool/,https://github.com/siliu-tacc/sanitytool,https://docs.tacc.utexas.edu/hpc/lonestar6/#using-account-diagnostics
ScaFaCoS,"OOKAMI, KyRIC",http://www.scafacos.de/,http://www.scafacos.de/files/pub/libfcs_manual.pdf,https://github.com/scafacos/scafacos/blob/master/examples/fmm_test.F90
ScaLAPACK,ACES,https://www.netlib.org/scalapack/scalapack_home.html,https://www.netlib.org/scalapack/slug/,"https://netlib.org/scalapack/slug/node25.html , https://www.netlib.org/scalapack/tutorial/ , https://www.netlib.org/scalapack/examples/ "
scalasca,ACES,https://www.scalasca.org/,https://www.scalasca.org/scalasca/software/scalasca-2.x/documentation.html,"https://apps.fz-juelich.de/scalasca/releases/scalasca/2.6/docs/manual/start.html , https://apps.fz-juelich.de/scalasca/releases/scalasca/2.6/docs/manual/start_workflow.html , https://apps.fz-juelich.de/scalasca/releases/scalasca/2.6/docs/QuickReference.pdf "
scikit-build,ACES,https://github.com/scikit-build/scikit-build,https://scikit-build.readthedocs.io/en/latest/,"https://scikit-build.readthedocs.io/en/latest/usage.html#basic-usage , https://scikit-build.readthedocs.io/en/latest/usage.html#advanced-usage , https://scikit-build.readthedocs.io/en/latest/usage.html#example-of-setup-py-cmakelists-txt-and-pyproject-toml , https://github.com/scikit-build/scikit-build-sample-projects "
scikit-cuda,"ACES, Bridges-2",https://github.com/lebedov/scikit-cuda,https://scikit-cuda.readthedocs.io/en/latest/,https://github.com/lebedov/scikit-cuda/tree/master/demos
scikit-image,Bridges-2,https://scikit-image.org/,https://scikit-image.org/docs/stable/,"https://scikit-image.org/docs/stable/user_guide/getting_started.html , https://scikit-image.org/docs/stable/user_guide/tutorials.html , https://scikit-image.org/docs/stable/auto_examples/index.html , https://scikit-image.org/docs/stable/user_guide/ , https://datacarpentry.org/image-processing/ "
Scikit-learn,ACES,https://scikit-learn.org/stable/,https://scikit-learn.org/stable/user_guide.html,"https://scikit-learn.org/stable/getting_started.html , https://scikit-learn.org/stable/tutorial/index.html , https://scikit-learn.org/stable/auto_examples/index.html , https://github.com/scikit-learn/scikit-learn/wiki "
scipy,ACES,https://scipy.org/,https://docs.scipy.org/doc/scipy/reference/,"https://docs.scipy.org/doc/scipy/tutorial/ , https://docs.scipy.org/doc/scipy/notebooks/interp_transition_guide.html , https://www.tutorialspoint.com/scipy/ "
SciPy-bundle,KyRIC,https://bear-apps.bham.ac.uk/applications/2022b/SciPy-bundle/2023.02-gfbf-2022b/,,
SCons,ACES,https://www.scons.org/,https://scons.org/doc/production/HTML/scons-man.html,"https://scons.org/doc/production/HTML/scons-user/ , https://scons.org/doc/production/HTML/scons-user/ch02.html , https://github.com/SCons/scons/wiki/SconsTutorial1 , https://github.com/SCons/scons/wiki "
scorep,Rockfish,https://www.vi-hps.org/projects/score-p,https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/,"https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/quickstart.html , https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/hello_world_8c-example.html , https://perftools.pages.jsc.fz-juelich.de/cicd/scorep/tags/latest/html/print_regions_8c-example.html , "
SCOTCH,ACES,https://www.labri.fr/perso/pelegrin/scotch/,https://gitlab.inria.fr/scotch/scotch/tree/master/doc,"https://hal.science/hal-00410327/document , https://drops.dagstuhl.de/storage/16dagstuhl-seminar-proceedings/dsp-vol09061/DagSemProc.09061.9/DagSemProc.09061.9.pdf "
screen,ACES,https://www.gnu.org/software/screen/,https://www.gnu.org/software/screen/manual/screen.html,"https://linuxize.com/post/how-to-use-linux-screen/, https://www.geeksforgeeks.org/screen-command-in-linux-with-examples/"
SDL2,ACES,https://www.libsdl.org/,https://wiki.libsdl.org/SDL2/,"https://wiki.libsdl.org/SDL2/Introduction , https://wiki.libsdl.org/SDL2/Tutorials , https://wiki.libsdl.org/SDL2/FAQs "
SentencePiece,"Stampede-2, ACES",https://github.com/google/sentencepiece,https://github.com/google/sentencepiece/tree/master/doc,"https://github.com/google/sentencepiece#usage , https://github.com/google/sentencepiece#end-to-end-example , https://github.com/google/sentencepiece/blob/master/doc/experiments.md "
Serf,Rockfish,https://serf.apache.org/,https://github.com/apache/serf/tree/trunk,https://github.com/apache/serf/blob/trunk/design-guide.txt
settarg,KyRIC,https://lmod.readthedocs.io/en/latest/310_settarg.html,https://github.com/TACC/Lmod/blob/main/MF/settarg.version.lua,https://sea.ucar.edu/sites/default/files/talk.pdf#page=78
seurat,ACES,https://satijalab.org/seurat/,https://satijalab.org/seurat/reference/,https://satijalab.org/seurat/articles/get_started_v5_new
shadow-4.7-gcc-9.3.0-2hjnrcg,OOKAMI,https://shadow.github.io/,https://shadow.github.io/docs/guide/,"https://shadow.github.io/docs/guide/run_shadow_overview.html , https://github.com/shadow/shadow/tree/main/examples "
SHAP,Jetstream2,https://github.com/shap/shap,https://shap.readthedocs.io/en/latest/,"https://github.com/shap/shap#tree-ensemble-example-xgboostlightgbmcatboostscikit-learnpyspark-models , https://shap.readthedocs.io/en/latest/tabular_examples.html , https://github.com/shap/shap/tree/master/notebooks , https://www.kaggle.com/code/dansbecker/shap-values/tutorial , https://christophm.github.io/interpretable-ml-book/shap.html "
shared,"OOKAMI, Stampede-2",,,
Shiny,"Stampede-2, Rockfish",https://shiny.posit.co/,https://shiny.posit.co/r/reference/shiny/latest/,"https://shiny.posit.co/r/getstarted/shiny-basics/lesson1/index.html , https://shiny.posit.co/r/gallery/ , https://mastering-shiny.org/ "
siesta,"Jetstream2, OOKAMI, DARWIN, Bridges-2, Rockfish",https://departments.icmab.es/leem/siesta/,https://siesta-project.org/SIESTA_MATERIAL/Docs/Manuals/siesta-4.1.5.pdf,"https://siesta-project.org/SIESTA_MATERIAL/Docs/Tutorials/index.html , https://personales.unican.es/junqueraj/siesta-tutorial.html , https://personales.unican.es/junqueraj/JavierJunquera_files/Metodos/Theory-session.html , https://personales.unican.es/junqueraj/JavierJunquera_files/Metodos/Hands-on-session.html "
silo,KyRIC,https://software.llnl.gov/Silo/,https://silo.readthedocs.io/en/latest/,https://software.llnl.gov/Silo/ghpages/examples/examples.html
singularity,Expanse,https://sylabs.io/singularity/,https://docs.sylabs.io/guides/4.1/user-guide/,"https://docs.sylabs.io/guides/4.1/user-guide/quick_start.html , https://sylabs.io/category/how-to/ , https://github.com/sylabs/singularity/tree/main/examples , https://www.youtube.com/watch?v=DA87Ba2dpNM "
singularity-3.7.2-gcc-9.3.0-gpxljgj,KyRIC,,,
singularitypro,Rockfish,https://sylabs.io/singularity-pro/,,
sionlib,"Stampede-2, ACES","https://www.fz-juelich.de/en/ias/jsc/services/user-support/software-tools/sionlib?expand=translations,fzjsettings,nearest-institut",https://apps.fz-juelich.de/jsc/sionlib/docu/current/,"https://apps.fz-juelich.de/jsc/sionlib/docu/current/util_page.html , https://apps.fz-juelich.de/jsc/sionlib/docu/current/examples.html "
SIRfindeR,"Expanse, OOKAMI, Rockfish",https://github.com/lbroseus/SIRFindeR,https://rdrr.io/github/lbroseus/SIRFindeR/man/,https://github.com/lbroseus/SIRFindeR/blob/master/vignettes/SIRFindeR.pdf
slepc,Delta,https://slepc.upv.es/,https://slepc.upv.es/documentation/,"https://slepc.upv.es/documentation/slepc.pdf , https://slepc.upv.es/documentation/#video-tutorials , https://slepc.upv.es/handson/ "
slurm,Rockfish,https://slurm.schedmd.com/overview.html,https://slurm.schedmd.com/documentation.html,"https://slurm.schedmd.com/quickstart.html , https://slurm.schedmd.com/pdfs/summary.pdf , https://www.schedmd.com/publications/ "
slurm-env,ACES,,,
snakemake,Rockfish,https://snakemake.github.io/,https://snakemake.readthedocs.io/en/stable/,"https://snakemake.readthedocs.io/en/stable/#getting-started , https://snakemake.readthedocs.io/en/stable/tutorial/tutorial.html , https://snakemake.readthedocs.io/en/stable/project_info/more_resources.html , https://snakemake.readthedocs.io/en/stable/project_info/faq.html , https://slowkow.com/notes/snakemake-tutorial/ , https://f1000research.com/articles/10-33/v2 "
snappy,OOKAMI,https://google.github.io/snappy/,https://github.com/google/snappy/blob/main/README.md,"https://github.com/google/snappy/blob/main/snappy.h , https://witestlab.poly.edu/~ffund/el9043/snappy.html "
souporcell,ACES,https://wheaton5.github.io/projects/souporcell,https://github.com/wheaton5/souporcell,https://demultiplexing-doublet-detecting-docs.readthedocs.io/en/latest/Souporcell.html 
spack,"Bridges-2, Rockfish",https://spack.io/ ,https://spack.readthedocs.io/en/latest/,"https://spack.io/about/ , https://spack.readthedocs.io/en/latest/getting_started.html , https://spack.readthedocs.io/en/latest/basic_usage.html , https://spack-tutorial.readthedocs.io/en/latest/ "
spaCy,Bridges-2,https://spacy.io/,https://spacy.io/api,"https://spacy.io/usage/spacy-101 , https://spacy.io/usage , https://spacy.io/api/example , https://course.spacy.io/en/ "
SPAdes,OOKAMI,https://github.com/ablab/spades,https://ablab.github.io/spades/,"https://ablab.github.io/spades/getting-started.html , https://github.com/ablab/spades#quick-start , https://github.com/ablab/spades/wiki "
Spark,ACES,https://spark.apache.org/,https://spark.apache.org/docs/latest/,"https://spark.apache.org/docs/latest/quick-start.html , https://spark.apache.org/examples.html , https://www.tutorialspoint.com/apache_spark/index.htm , https://spark.apache.org/faq.html "
spdlog,ACES,https://github.com/gabime/spdlog,https://github.com/gabime/spdlog/wiki,"https://github.com/gabime/spdlog/wiki/1.-QuickStart , https://github.com/gabime/spdlog#usage-samples , https://github.com/gabime/spdlog/blob/v1.x/example/CMakeLists.txt , https://github.com/gabime/spdlog/blob/v1.x/example/example.cpp "
spglib,ACES,https://github.com/spglib/spglib,https://spglib.readthedocs.io/,"https://github.com/spglib/spglib#what-does-spglib-do , https://github.com/spglib/spglib/tree/develop/example "
spglib-python,"Anvil, ACES, Rockfish",,,
spython,KyRIC,https://singularityhub.github.io/singularity-cli/,https://singularityhub.github.io/singularity-cli/api/source/spython.main.html,"https://github.com/singularityhub/singularity-cli/tree/master/docs#getting-started , https://singularityhub.github.io/singularity-cli/recipes"
sqlite,KyRIC,https://www.sqlite.org/index.html,https://www.sqlite.org/docs.html,"https://www.sqlite.org/quickstart.html , https://www.sqlitetutorial.net/ , https://www.tutorialspoint.com/sqlite/ , https://www.sqlite.org/quirks.html , https://www.sqlite.org/faq.html , https://sqlite.org/fiddle/index.html "
sqlite-3.34.0-gcc-9.3.0-k5dhzbj,Bridges-2,,,
squashfs-4.4-gcc-9.3.0-kfis3v6,ACES,https://github.com/plougher/squashfs-tools,https://docs.kernel.org/filesystems/squashfs.html,"https://github.com/plougher/squashfs-tools/blob/master/USAGE-4.6 , https://tldp.org/HOWTO/SquashFS-HOWTO/index.html , https://github.com/plougher/squashfs-tools/blob/master/examples/pseudo-file.example "
SRA toolkit,Rockfish,https://github.com/ncbi/sra-tools,https://github.com/ncbi/sra-tools/wiki,"https://hpc.nih.gov/apps/sratoolkit.html , https://github.com/ncbi/sra-tools/wiki/03.-Quick-Toolkit-Configuration , https://github.com/ncbi/sra-tools/wiki/FAQ "
SRA-Toolkit,"Expanse, Stampede-2",,,
sra-tools,Rockfish,,,
sratoolkit,Bridges-2,,,
STAR,Bridges-2,https://github.com/alexdobin/STAR,https://github.com/alexdobin/STAR/blob/master/doc/STARmanual.pdf,"https://github.com/alexdobin/STAR/wiki , https://training.galaxyproject.org/training-material/topics/transcriptomics/tutorials/rna-seq-bash-star-align/tutorial.html , https://hbctraining.github.io/Intro-to-rnaseq-hpc-O2/lessons/03_alignment.html "
STAR Aligner,ACES,,,
STAR-Fusion,"Expanse, Anvil, ACES, Delta, Rockfish",https://github.com/STAR-Fusion/STAR-Fusion,https://github.com/STAR-Fusion/STAR-Fusion/wiki,"https://github.com/STAR-Fusion/STAR-Fusion/wiki#running-star-fusion , https://github.com/STAR-Fusion/STAR-Fusion-Tutorial/wiki , https://hpc.nih.gov/apps/STAR.html , https://github.com/STAR-Fusion/STAR-Fusion/wiki/STAR-Fusion-FAQ "
statsmodels,"Stampede-2, ACES",https://github.com/statsmodels/statsmodels/,https://www.statsmodels.org/stable/,"https://www.statsmodels.org/stable/gettingstarted.html , https://www.statsmodels.org/stable/user-guide.html , https://www.statsmodels.org/stable/examples/ , https://mode.com/python-tutorial/libraries/statsmodels "
subversion,"Stampede-2, ACES, Rockfish",https://subversion.apache.org/,https://svnbook.red-bean.com/nightly/en/,"https://subversion.apache.org/quick-start , https://svnbook.red-bean.com/nightly/en/svn.intro.quickstart.html , https://svnbook.red-bean.com/nightly/en/index.html#:~:text=List%20of%20Examples , https://cwiki.apache.org/confluence/display/SVN/ , https://subversion.apache.org/faq.html "
suitesparse,Stampede-2,https://people.engr.tamu.edu/davis/suitesparse.html,https://github.com/DrTimothyAldenDavis/SuiteSparse#documentation,"https://github.com/DrTimothyAldenDavis/SuiteSparse/tree/dev/Example , https://github.com/DrTimothyAldenDavis/SuiteSparse/blob/dev/SuiteSparse_demo.m "
sundials,ACES,https://computing.llnl.gov/projects/sundials,https://sundials.readthedocs.io/en/latest/,"https://sundials.readthedocs.io/en/latest/sundials/ , https://computing.llnl.gov/projects/sundials/usage-notes , https://github.com/LLNL/sundials/tree/main/examples , https://computing.llnl.gov/projects/sundials/faq "
superlu,Stampede-2,https://portal.nersc.gov/project/sparse/superlu/,https://portal.nersc.gov/project/sparse/superlu/superlu_code_html/annotated.html,"https://portal.nersc.gov/project/sparse/superlu/ug.pdf , https://portal.nersc.gov/project/sparse/superlu/superlu_code_html/dir_2ed5cd83c419d7f3788213bde77ef248.html , https://github.com/xiaoyeli/superlu/tree/master/EXAMPLE , https://portal.nersc.gov/project/sparse/superlu/faq.html "
SuperLU_DIST,Rockfish,https://github.com/xiaoyeli/superlu_dist,https://portal.nersc.gov/project/sparse/superlu/superlu_dist_code_html/,"https://dl.acm.org/doi/pdf/10.1145/3577197 , https://github.com/xiaoyeli/superlu_dist/tree/master/EXAMPLE , https://portal.nersc.gov/project/sparse/superlu/superlu_dist_code_html/dir_2ed5cd83c419d7f3788213bde77ef248.html "
superlu_seq,"Stampede-2, Anvil, ACES, Rockfish",,,
superlu-dist,Stampede-2,,,
swig,Rockfish,https://www.swig.org/,https://www.swig.org/Doc4.2/Contents.html,"https://www.swig.org/Doc4.2/SWIG.html , https://www.swig.org/Doc4.2/Introduction.html#Introduction_nn4 , https://www.swig.org/tutorial.html , https://www.dabeaz.com/SwigMaster/index.html , https://github.com/swig/swig/blob/master/Examples/index.html , https://github.com/swig/swig/wiki "
swr,ACES,https://swr.vercel.app/,https://swr.vercel.app/docs/api,https://swr.vercel.app/docs/getting-started
symphony,"ACES, Rockfish",https://github.com/immunogenomics/symphony,https://github.com/immunogenomics/symphony/tree/main/man,"https://github.com/immunogenomics/symphony/blob/main/vignettes/pbmcs_tutorial.ipynb/ , https://github.com/immunogenomics/symphony/blob/main/vignettes/prebuilt_references_tutorial.ipynb "
synthcity,Rockfish,https://github.com/vanderschaarlab/synthcity,https://synthcity.readthedocs.io/en/latest/,"https://synthcity.readthedocs.io/en/latest/#boom-sample-usage , https://github.com/vanderschaarlab/synthcity#-tutorials , https://synthcity.readthedocs.io/en/latest/examples.html "
szip,Stampede-2,https://support.hdfgroup.org/doc_resource/SZIP/,https://apolo-docs.readthedocs.io/en/latest/software/scientific_libraries/Szip/Szip-2.1.1/index.html,"https://support.hdfgroup.org/doc_resource/SZIP/H5_szip_example.html , https://support.hdfgroup.org/doc_resource/SZIP/H4_szip_example.html , https://support.hdfgroup.org/doc_resource/SZIP/h4_examples/ "
tabix,Stampede-2,https://www.htslib.org/doc/tabix.html,https://www.htslib.org/doc/tabix.html,"https://github.com/samtools/htslib/blob/develop/tabix.1 , https://www.htslib.org/doc/tabix.html#EXAMPLE "
TACC,Stampede-2,https://tacc.utexas.edu/,https://docs.tacc.utexas.edu/,"https://tacc.utexas.edu/research/tacc-research/,https://portal.tacc.utexas.edu/training/courses"
tacc_tips,Stampede-2,https://github.com/TACC/HPC_Tips,https://github.com/TACC/HPC_Tips/blob/main/README.md,
tacc-apptainer,KyRIC,https://github.com/TACC/containers_at_tacc,https://containers-at-tacc.readthedocs.io/en/latest/containers/00.overview.html,https://containers-at-tacc.readthedocs.io/en/latest/singularity/01.singularity_basics.html
tacc-singularity,"OOKAMI, Stampede-2, KyRIC, DARWIN",https://github.com/TACC/TACC-Singularity,https://github.com/TACC/TACC-Singularity/blob/master/README.md,https://github.com/TACC/TACC-Singularity/blob/master/docs/from-docker-to-singularity.md
tar-1.32-gcc-9.3.0-nne6lsp,KyRIC,https://www.gnu.org/software/tar/,https://www.gnu.org/software/tar/manual/,"https://www.gnu.org/software/tar/manual/html_node/Tutorial.html , https://www.gnu.org/software/tar/manual/html_node/Recipes.html , https://www.gnu.org/software/tar/manual/html_node/Index-of-Command-Line-Options.html , https://www.geeksforgeeks.org/tar-command-linux-examples/ , https://www.computerhope.com/unix/utar.htm "
TAU,KyRIC,https://www.cs.uoregon.edu/research/tau/home.php,https://www.cs.uoregon.edu/research/tau/docs.php,https://www.cs.uoregon.edu/research/tau/docs/tutorial/
tbb,"ACES, Rockfish, Rockfish",https://www.intel.com/content/www/us/en/developer/tools/oneapi/onetbb.html,https://oneapi-src.github.io/oneTBB/,"https://oneapi-src.github.io/oneTBB/GSG/get_started.html , https://www.intel.com/content/www/us/en/docs/onetbb/cookbook/2021-6/developing-an-application-with-a-parallel.html , https://oneapi-src.github.io/oneTBB/GSG/samples.html , https://github.com/oneapi-src/oneTBB/tree/master/examples "
tbb32,Rockfish,https://github.com/oneapi-src/oneTBB,https://oneapi-src.github.io/oneTBB/,"https://github.com/oneapi-src/oneTBB/tree/master/examples,https://github.com/oneapi-src/oneAPI-samples/tree/master/Libraries/oneTBB"
